,text,user_age,gender,days_on_platform,user_region,label,train_test_split
3467,this one lady literally parked next to me and scared the shit out of me 🙃,35.71,Female,2065,Middle East/Africa,anger,Test
3468,Things that rage me: when I hear a man ask a woman if she thinks her skirt/dress is too short\n\n😨😵😠😡😤 #shame #rage #Feminism #feminist,46.13,Female,2821,Middle East/Africa,anger,Train
3469,"Catching up on Greys, almost couldn't make it through two episodes because of how sad the storyline was. Two best/worst eps for me.",34.87,Male,3662,Europe,sadness,Test
3470,@user Support Qld and you'd never be #angry,52.11,Other,3665,Asia Pacific,anger,Train
3471,The stupidest and weirdest thing people do. And what's more stupid than that? They upload it online. Oh my god. But good for laughter ah. 🤣🤣,32.75,Female,115,Americas,happiness,Test
3472,oh how i just love love love glee doing billy joel's numbers!!!!,43.88,Male,4242,Asia Pacific,happiness,Test
3473,Wonder how many times connor says fuck in press conference #lost count,30.04,Female,2461,Americas,anger,Train
3474,Every day I dread doing an 8 hour shift in retail 🙂,19.71,Female,2898,Europe,sadness,Test
3475,"Psalm 2:12 Kiss the Son, lest He be angry, And you perish in the way, When His wrath is kindled but a little.",43.93,Female,6511,Americas,anger,Train
3476,"So excited for the final 10 eps of @user So happy @user is back and @user returns, as well as @user 😄❤",40.23,Other,2789,Middle East/Africa,happiness,Train
3477,that moment when you feel meaningless and just feeling like you cant do anything right =*( #foreveralone,33.82,Male,2662,Americas,sadness,Train
3478,One of those days. #Mentalhealth #Anxiety #agoraphobia #panic #depression #OCD,40.09,Male,2869,Middle East/Africa,sadness,Test
3479,My neck still hurting though... 😥,37.21,Male,1607,Americas,sadness,Test
3480,@user I know it bothers me that u worry my love@zae200012 😢😢,27.83,Male,30,Middle East/Africa,sadness,Train
3481,"@user @user oh, that too! 🤣",36.55,Female,3695,Asia Pacific,happiness,Train
3482,on the upside i saw a corgi puppy on the tube today. my shining light in the dark.,27.61,Male,1037,Americas,happiness,Train
3483,When you miss a call from @user #devastated 😭 I'm trying not to #cry 😭,41.28,Female,3783,Asia Pacific,sadness,Train
3484,Be fuming if Sunderland sign Murphy like. He was crap when we first signed him and he's still crap now,39.52,Other,2413,Asia Pacific,anger,Train
3485,"The use of violence, threat of violence and intimidation just tag zany pf. Very good at it.",49.45,Male,1860,Europe,anger,Test
3486,@user Think it lost its heart after the second version. Third was disappointing and haven't played the fourth yet,18.47,Female,2686,Europe,sadness,Train
3487,@user This is goin to be as good as rocky vs hogan #terrible #ohnowhatisyoudoingbaby,32.82,Female,589,Asia Pacific,anger,Train
3488,@user @user Hope to come #yay Do u have central accom list plse? (Lone gal trying to avoid taxis 😉) 🏰 #History #joy,49.66,Male,2594,Asia Pacific,happiness,Train
3489,Codes? Lyft codes? We got em! Use: OATH #Great deals are here for you now  #LOVEISLOVE,39.99,Other,4803,Americas,happiness,Test
3490,I'm sorry. Im much more interested in the #BachelorInParadise rose ceremony than whatever @user has. #seriously,47.57,Male,1732,Asia Pacific,sadness,Test
3491,Prepare to suffer the sting of Ghost Rider's power! Prepare to know the true meaning of hell!,56.83,Other,2316,Asia Pacific,anger,Test
3492,#AmarnathTerrorAttack @user @user cn u plz ans wt u r afrd of or wt stpng u to end #terrorism wn whol #India is stndng wth u,18.94,Male,1214,Europe,sadness,Test
3493,@user i'm very happy glad or whatever the feelings i'm not into dramas,23.65,Female,322,Europe,happiness,Test
3494,@user @user You. Sir are a alarmist unsubstantiated facts. And a idiot,30.2,Male,3207,Middle East/Africa,anger,Train
3495,@user @user it is indeed time 4 you 2 create the Ghost Filter 👻 please🙏🏾#CanWeGetAGhostFilter ???  #snapchat #ghostfilter #retweet,16.98,Female,2513,Europe,optimism,Test
3496,Thousands of pickled dunder-headed anthracites ! #furious,33.76,Female,4015,Asia Pacific,anger,Test
3497,Usually the things you are most #afraid of are the most #worthwhile. #FACT #TeamFollowBack #rocktheretweet,45.13,Female,423,Middle East/Africa,optimism,Test
3498,@user no air working in the 1sr carriage of the 18:03 from Victoria to Bognor. #boiling #southernfail,38.79,Male,4813,Americas,anger,Train
3499,"@user awe feels or que :,(",36.61,Male,3115,Europe,sadness,Test
3500,To be really knowledgeable and really petty is such a delight to behold.,35.79,Female,3197,Americas,happiness,Train
3501,"An #angry #person may lose his/her objectivity, empathy, prudence or thoughtfulness and may cause harm to others.",32.5,Other,4696,Middle East/Africa,anger,Train
3502,"Said it once and I'll probably say it again, anything more depressing than making your sandwiches for work the next day #cry",32.49,Other,4704,Europe,sadness,Train
3503,"@user Please, please do something about her! Where's Kayleigh, Jack, Jeff? Ugh. #awful #doctor?",19.2,Other,2367,Americas,anger,Train
3504,"They are burning not Muslims Economy,\nThey are burning the Economy of Sri-Lanka",22.47,Female,5352,Americas,anger,Test
3505,Why  o they call it a happy mea. if it tastes like a whole lot like depression.,38.81,Female,3835,Americas,sadness,Train
3506,Johnny doesn't seem like the suicidal type #suspicion #tcmparty,32.73,Male,3092,Asia Pacific,sadness,Train
3507,"Wow that last chick was a bit intense, poor Freddie was a bit unnerved lol #NinjaWarriorAU",45.68,Female,4847,Asia Pacific,happiness,Test
3508,"If I see one more Lakshmi EX enrage, I'm kill someone.",27.42,Female,1540,Middle East/Africa,anger,Train
3509,filled with sophisticated glum,37.71,Male,2285,Middle East/Africa,sadness,Train
3510,"lonely is not being alone, it's the feeling that no one cares. #alone #depressed #anxiety",21.61,Male,1597,Middle East/Africa,sadness,Test
3511,or just blame the gloomy weather,31.04,Female,1788,Asia Pacific,sadness,Test
3512,"I dreamt that my dog, Snoopy, came back to life. Man I miss that dog 🙁",18.93,Male,4569,Americas,sadness,Test
3513,But DAMN the sight of them getting scared af makes me feeel SOOO BAD! Which they should feel afraid cause if their mom don't come n it them,41.18,Female,4222,Americas,sadness,Train
3514,@user after you said an apple pie isn't naughty I really want Chris or  @user to say 'but a cream pie is' #naughymind #rage,27.03,Female,3484,Americas,anger,Train
3515,Sometimes in #life ....\nSee the #statement itself #sounds so #temporary\nNothing is permanent isn't it?\nSo #never #worry let it go &amp; #moveon,30.13,Male,1376,Europe,optimism,Test
3516,From the archives... Strikeforce Champ Ronda Rousey 301 #chirp #church #mayhemmiller #naked #rip #rondarousey #twitter,31.71,Female,2148,Asia Pacific,sadness,Test
3517,Tomorrow should be interesting if info is being released re away priority &amp; Canalside membership! #outrage #htafc,23.12,Female,1876,Asia Pacific,anger,Train
3518,@user i cant wait for the day you release the album so that i can finally unleash my fury \n\ni hate this long ass hiatus ok afshdkflckakdbwi,24.85,Female,24,Asia Pacific,anger,Train
3519,@user yessss waiting for an epi is for the birds. it sucks. im waiting for walking dead new season😩,42.76,Male,5340,Europe,anger,Train
3520,#note8 #animated said pen. Amazing. Wife loves this one,31.0,Male,397,Asia Pacific,happiness,Test
3521,"@user @user It ruins my frigging night each night at 9pm. Mrs loves it, i've been early to bed for a month.",23.57,Male,98,Asia Pacific,anger,Test
3522,Ugh @user really do have the worst customer service!!!!!!! #astounded,29.05,Female,2685,Americas,anger,Train
3523,I'm fuming I wanted Hamez,18.93,Female,4253,Asia Pacific,anger,Train
3524,"My main concern are the children and his wife thats if she is still stuck with him and if she is, then she's strong af. Jeez 😟",37.81,Other,2674,Middle East/Africa,sadness,Test
3525,@user omg.  Who is this nan Hayworth person and where did she come from? Send her back!#sad #bad,46.86,Male,4110,Asia Pacific,sadness,Test
3526,@user Been there done that,32.78,Female,4211,Americas,happiness,Train
3527,i want to ruffle jungkook's hair.... this is so sad,34.99,Male,4351,Europe,sadness,Train
3528,Don't be afraid to ask questions! He's real &amp; there's always a revelation.,20.92,Female,4050,Middle East/Africa,optimism,Test
3529,@user Wow I've just spotted the cutest human being alive #blessed 😍,40.21,Female,5424,Asia Pacific,happiness,Train
3530,I've seen the innocence leave your eyes. I still mourn this death.,44.37,Male,5083,Middle East/Africa,sadness,Train
3531,@user I coloured my hair bright red AND had a dodgy fringe. #dreadful #nophotos #thankgoodness #betterblonde,52.92,Female,2343,Asia Pacific,happiness,Test
3532,You couldn't mind me up more if you tried right now raging 🙃😠,28.39,Male,448,Americas,anger,Train
3533,Robert called me to make sure I was awake for my night class,42.89,Female,559,Americas,happiness,Train
3534,@user Fuck off. Enough of this fake solidarity. #NotInMyName was a rabid #Hinduphobic campaign. Stop giving them legitimacy.,26.42,Female,3840,Europe,anger,Test
3535,@user #croydonparkhotel will be receiving a big complaint from me tomorrow #worseservice #rudestaff #furious,36.28,Male,3873,Americas,anger,Train
3536,I hate these crippling anxiety. :(,42.48,Male,2538,Americas,sadness,Train
3537,I finally got my drivers permit #yes #readytodrive #nervous #scared,28.65,Male,4992,Asia Pacific,happiness,Test
3538,'....trying to work out how a band featuring Corin Tucker and Peter Buck (REM) could be so bad.' WAAHHHHH @user  #devastated,37.64,Male,1719,Middle East/Africa,sadness,Test
3539,"@user @user My shirt did not arrive today as promised, I even pre-ordered it in June, who do I make my complaint to ?",38.7,Other,1864,Europe,anger,Train
3540,"@user aw, you make me smile, too.😉😘",40.2,Male,2197,Middle East/Africa,happiness,Test
3541,@user @user Eng.R  u call a spade a spade if u were good lets all mourn but if you not pop a bottle and say good riddace,19.75,Male,2343,Europe,sadness,Test
3542,I should wear black &amp; mourn a lil'.,12.28,Male,1258,Asia Pacific,sadness,Train
3543,"@user I've tried to get through 3 times today and waited 20 mins each time, what do I have to do to get through?!",23.02,Male,1135,Europe,anger,Train
3544,Getting up for work is so much harder when Charles doesn't have to 🙁,29.69,Female,2718,Middle East/Africa,sadness,Train
3545,@user when you try to place an order on PLT website and it comes up with an error but still take money out of my account #fuming,45.76,Other,2641,Europe,anger,Train
3546,@user Looking at babies just makes me cross my legs and wince 😂,44.82,Female,2725,Europe,happiness,Train
3547,@user @user So what's wrong in burning the terrorists alive? If they kill you do you want biryanis and award in return,25.49,Male,5765,Europe,anger,Test
3548,had noodles for tea\nyummmmmmy\n#yum #yummy #ddlg #abdl #chgl #noodles,35.99,Female,4037,Asia Pacific,happiness,Train
3549,The times when you need someone to lean on but sadly they are only there if they need you,42.41,Female,1101,Americas,sadness,Train
3550,@user Id argue that sakura space is the best of the franchise and its not on your list. #dissapointed,20.23,Other,6747,Europe,sadness,Test
3551,@user because one of the main symptoms is restlessness and it could explain why he isn't able to sleep/might not want to,31.67,Female,4148,Europe,sadness,Test
3552,"Wow ... I don't know who Jocelyn Alice is, but judging by her rendition of Oh Canada, I'll never buy any of her music #AllStarGame #awful",39.31,Female,4898,Middle East/Africa,anger,Test
3553,@user is dani alves really going to go to PSG in your opinion #nervous,40.83,Male,3484,Asia Pacific,sadness,Train
3554,My heart is hurting because I had to pour my milk out because something was in it 😭,35.6,Female,3844,Middle East/Africa,sadness,Train
3555,3. There is already a lot of resentment against the coal miner and union crowd among the liberals. They are seen as racist and as having,24.9,Female,1609,Asia Pacific,anger,Test
3556,"So, basically, Donald Trump was so intimidated by Hillary Clinton that he sought foreign assistance (including cyberattacks) to 'win'?",27.33,Female,3098,Europe,anger,Train
3557,@user Have the most wonderful day Ian.,47.83,Male,489,Americas,happiness,Test
3558,Why is @user 'busted' bc he spoke w/Russian lawyer? He's a world bizman. Where was the outrage bc @user honeymooned there?,33.05,Male,2959,Americas,anger,Test
3559,Did they offend us and they want it to sound new?,37.51,Female,2245,Americas,anger,Train
3560,@user An outrage,55.09,Female,2094,Middle East/Africa,anger,Train
3561,I've seen some get so discouraged in their old age becos they aren't physically able 2 do the things for God they used 2 do in their youth.,47.09,Other,3429,Americas,sadness,Train
3562,Holding a #grudge is like allowing someone to #live #rent #free in your #head #WednesdayWisdom #MotivationalQuotes,28.85,Male,1782,Europe,optimism,Test
